id,sentence,subject_entity,object_entity,title,relation
209,"재즈라는 단어의 최초 기록은 1912년 로스앤젤레스 타임즈 기사에서 한 마이너리그 야구 투수가 ""흔들려서 아무것도 할 수 없기 때문""이라고 말한 ""재즈볼""이라고 한다.","{'word': '타임즈', 'start_idx': 29, 'end_idx': 31, 'type': 'COM'}","{'word': '로스앤젤레스', 'start_idx': 22, 'end_idx': 27, 'type': 'LOC'}",재즈,arb
210,"재즈라는 단어의 최초 기록은 1912년 로스앤젤레스 타임즈 기사에서 한 마이너리그 야구 투수가 ""흔들려서 아무것도 할 수 없기 때문""이라고 말한 ""재즈볼""이라고 한다.","{'word': '타임즈', 'start_idx': 29, 'end_idx': 31, 'type': 'COM'}","{'word': '재즈볼', 'start_idx': 82, 'end_idx': 84, 'type': 'POH'}",재즈,arb
211,"재즈라는 단어의 최초 기록은 1912년 로스앤젤레스 타임즈 기사에서 한 마이너리그 야구 투수가 ""흔들려서 아무것도 할 수 없기 때문""이라고 말한 ""재즈볼""이라고 한다.","{'word': '타임즈', 'start_idx': 29, 'end_idx': 31, 'type': 'COM'}","{'word': '1912년', 'start_idx': 16, 'end_idx': 20, 'type': 'DAT'}",재즈,arb
212,"재즈라는 단어의 최초 기록은 1912년 로스앤젤레스 타임즈 기사에서 한 마이너리그 야구 투수가 ""흔들려서 아무것도 할 수 없기 때문""이라고 말한 ""재즈볼""이라고 한다.","{'word': '1912년', 'start_idx': 16, 'end_idx': 20, 'type': 'DAT'}","{'word': '로스앤젤레스', 'start_idx': 22, 'end_idx': 27, 'type': 'LOC'}",재즈,arb
213,"재즈라는 단어의 최초 기록은 1912년 로스앤젤레스 타임즈 기사에서 한 마이너리그 야구 투수가 ""흔들려서 아무것도 할 수 없기 때문""이라고 말한 ""재즈볼""이라고 한다.","{'word': '1912년', 'start_idx': 16, 'end_idx': 20, 'type': 'DAT'}","{'word': '타임즈', 'start_idx': 29, 'end_idx': 31, 'type': 'COM'}",재즈,arb
214,"재즈라는 단어의 최초 기록은 1912년 로스앤젤레스 타임즈 기사에서 한 마이너리그 야구 투수가 ""흔들려서 아무것도 할 수 없기 때문""이라고 말한 ""재즈볼""이라고 한다.","{'word': '1912년', 'start_idx': 16, 'end_idx': 20, 'type': 'DAT'}","{'word': '재즈볼', 'start_idx': 82, 'end_idx': 84, 'type': 'POH'}",재즈,arb
215,"재즈라는 단어의 최초 기록은 1912년 로스앤젤레스 타임즈 기사에서 한 마이너리그 야구 투수가 ""흔들려서 아무것도 할 수 없기 때문""이라고 말한 ""재즈볼""이라고 한다.","{'word': '재즈볼', 'start_idx': 82, 'end_idx': 84, 'type': 'POH'}","{'word': '타임즈', 'start_idx': 29, 'end_idx': 31, 'type': 'COM'}",재즈,arb
216,"재즈라는 단어의 최초 기록은 1912년 로스앤젤레스 타임즈 기사에서 한 마이너리그 야구 투수가 ""흔들려서 아무것도 할 수 없기 때문""이라고 말한 ""재즈볼""이라고 한다.","{'word': '재즈볼', 'start_idx': 82, 'end_idx': 84, 'type': 'POH'}","{'word': '재즈', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}",재즈,arb
217,"재즈라는 단어의 최초 기록은 1912년 로스앤젤레스 타임즈 기사에서 한 마이너리그 야구 투수가 ""흔들려서 아무것도 할 수 없기 때문""이라고 말한 ""재즈볼""이라고 한다.","{'word': '로스앤젤레스', 'start_idx': 22, 'end_idx': 27, 'type': 'LOC'}","{'word': '1912년', 'start_idx': 16, 'end_idx': 20, 'type': 'DAT'}",재즈,arb
218,"재즈라는 단어의 최초 기록은 1912년 로스앤젤레스 타임즈 기사에서 한 마이너리그 야구 투수가 ""흔들려서 아무것도 할 수 없기 때문""이라고 말한 ""재즈볼""이라고 한다.","{'word': '로스앤젤레스', 'start_idx': 22, 'end_idx': 27, 'type': 'LOC'}","{'word': '재즈볼', 'start_idx': 82, 'end_idx': 84, 'type': 'POH'}",재즈,arb
219,"재즈라는 단어의 최초 기록은 1912년 로스앤젤레스 타임즈 기사에서 한 마이너리그 야구 투수가 ""흔들려서 아무것도 할 수 없기 때문""이라고 말한 ""재즈볼""이라고 한다.","{'word': '로스앤젤레스', 'start_idx': 22, 'end_idx': 27, 'type': 'LOC'}","{'word': '타임즈', 'start_idx': 29, 'end_idx': 31, 'type': 'COM'}",재즈,arb
220,쿨 재즈는 1940년대 말에 발달하여 보다 차분하고 부드러운 음향과 길고 선형적인 멜로디를 선보였다.,"{'word': '쿨 재즈', 'start_idx': 0, 'end_idx': 3, 'type': 'GEN'}","{'word': '1940년대 말', 'start_idx': 6, 'end_idx': 13, 'type': 'DAT'}",재즈,org
221,쿨 재즈는 1940년대 말에 발달하여 보다 차분하고 부드러운 음향과 길고 선형적인 멜로디를 선보였다.,"{'word': '1940년대 말', 'start_idx': 6, 'end_idx': 13, 'type': 'DAT'}","{'word': '쿨 재즈', 'start_idx': 0, 'end_idx': 3, 'type': 'GEN'}",재즈,arb
222,런던에서 팝 그룹은 그들의 펑크 록에 프리 재즈와 더블 레게를 섞기 시작했다.,"{'word': '더블 레게', 'start_idx': 28, 'end_idx': 32, 'type': 'GEN'}","{'word': '펑크 록', 'start_idx': 15, 'end_idx': 18, 'type': 'GEN'}",재즈,arb
223,런던에서 팝 그룹은 그들의 펑크 록에 프리 재즈와 더블 레게를 섞기 시작했다.,"{'word': '팝', 'start_idx': 5, 'end_idx': 5, 'type': 'GEN'}","{'word': '더블 레게', 'start_idx': 28, 'end_idx': 32, 'type': 'GEN'}",재즈,arb
224,런던에서 팝 그룹은 그들의 펑크 록에 프리 재즈와 더블 레게를 섞기 시작했다.,"{'word': '더블 레게', 'start_idx': 28, 'end_idx': 32, 'type': 'GEN'}","{'word': '팝', 'start_idx': 5, 'end_idx': 5, 'type': 'GEN'}",재즈,arb
225,런던에서 팝 그룹은 그들의 펑크 록에 프리 재즈와 더블 레게를 섞기 시작했다.,"{'word': '런던', 'start_idx': 0, 'end_idx': 1, 'type': 'LOC'}","{'word': '펑크 록', 'start_idx': 15, 'end_idx': 18, 'type': 'GEN'}",재즈,arb
226,런던에서 팝 그룹은 그들의 펑크 록에 프리 재즈와 더블 레게를 섞기 시작했다.,"{'word': '런던', 'start_idx': 0, 'end_idx': 1, 'type': 'LOC'}","{'word': '팝', 'start_idx': 5, 'end_idx': 5, 'type': 'GEN'}",재즈,arb
227,런던에서 팝 그룹은 그들의 펑크 록에 프리 재즈와 더블 레게를 섞기 시작했다.,"{'word': '런던', 'start_idx': 0, 'end_idx': 1, 'type': 'LOC'}","{'word': '더블 레게', 'start_idx': 28, 'end_idx': 32, 'type': 'GEN'}",재즈,arb
228,재즈는 찬송가를 포함한 아프리카계 미국 종교적인 음악의 시작부터 통합되어 왔다.,"{'word': '아프리카계 미국 종교적인 음악', 'start_idx': 13, 'end_idx': 28, 'type': 'GEN'}","{'word': '재즈', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}",재즈,arb
229,재즈는 찬송가를 포함한 아프리카계 미국 종교적인 음악의 시작부터 통합되어 왔다.,"{'word': '재즈', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}","{'word': '아프리카계 미국 종교적인 음악', 'start_idx': 13, 'end_idx': 28, 'type': 'GEN'}",재즈,arb
230,"1947년 비밥 트럼펫 연주자 디지 길레스피와 타악기 연주자 차노 포조의 협연으로 텀블라도라, 봉고 같은 아프로-쿠반 리듬과 악기를 동해안 재즈계에 들여왔다. '만테카'나 '망고 만귀에'와 같은 쿠바 음악과의 초기 재즈 조합은 쿠바 비밥의 경우 흔히 '쿠밥'이라고 불렸다.","{'word': '쿠바 음악', 'start_idx': 109, 'end_idx': 113, 'type': 'GEN'}","{'word': '쿠바 비밥', 'start_idx': 127, 'end_idx': 131, 'type': 'GEN'}",재즈,org
231,"1947년 비밥 트럼펫 연주자 디지 길레스피와 타악기 연주자 차노 포조의 협연으로 텀블라도라, 봉고 같은 아프로-쿠반 리듬과 악기를 동해안 재즈계에 들여왔다. '만테카'나 '망고 만귀에'와 같은 쿠바 음악과의 초기 재즈 조합은 쿠바 비밥의 경우 흔히 '쿠밥'이라고 불렸다.","{'word': '쿠바 비밥', 'start_idx': 127, 'end_idx': 131, 'type': 'GEN'}","{'word': '쿠밥', 'start_idx': 141, 'end_idx': 142, 'type': 'GEN'}",재즈,org
232,"1947년 비밥 트럼펫 연주자 디지 길레스피와 타악기 연주자 차노 포조의 협연으로 텀블라도라, 봉고 같은 아프로-쿠반 리듬과 악기를 동해안 재즈계에 들여왔다. '만테카'나 '망고 만귀에'와 같은 쿠바 음악과의 초기 재즈 조합은 쿠바 비밥의 경우 흔히 '쿠밥'이라고 불렸다.","{'word': '비밥', 'start_idx': 6, 'end_idx': 7, 'type': 'GEN'}","{'word': '디지 길레스피', 'start_idx': 17, 'end_idx': 23, 'type': 'ART'}",재즈,org
233,"1947년 비밥 트럼펫 연주자 디지 길레스피와 타악기 연주자 차노 포조의 협연으로 텀블라도라, 봉고 같은 아프로-쿠반 리듬과 악기를 동해안 재즈계에 들여왔다. '만테카'나 '망고 만귀에'와 같은 쿠바 음악과의 초기 재즈 조합은 쿠바 비밥의 경우 흔히 '쿠밥'이라고 불렸다.","{'word': '비밥', 'start_idx': 6, 'end_idx': 7, 'type': 'GEN'}","{'word': '차노 포조', 'start_idx': 34, 'end_idx': 38, 'type': 'ART'}",재즈,org
234,"1947년 비밥 트럼펫 연주자 디지 길레스피와 타악기 연주자 차노 포조의 협연으로 텀블라도라, 봉고 같은 아프로-쿠반 리듬과 악기를 동해안 재즈계에 들여왔다. '만테카'나 '망고 만귀에'와 같은 쿠바 음악과의 초기 재즈 조합은 쿠바 비밥의 경우 흔히 '쿠밥'이라고 불렸다.","{'word': '쿠바 비밥', 'start_idx': 127, 'end_idx': 131, 'type': 'GEN'}","{'word': '1947년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",재즈,arb
235,"1947년 비밥 트럼펫 연주자 디지 길레스피와 타악기 연주자 차노 포조의 협연으로 텀블라도라, 봉고 같은 아프로-쿠반 리듬과 악기를 동해안 재즈계에 들여왔다. '만테카'나 '망고 만귀에'와 같은 쿠바 음악과의 초기 재즈 조합은 쿠바 비밥의 경우 흔히 '쿠밥'이라고 불렸다.","{'word': '아프로-쿠반', 'start_idx': 59, 'end_idx': 64, 'type': 'GEN'}","{'word': '쿠밥', 'start_idx': 141, 'end_idx': 142, 'type': 'GEN'}",재즈,arb
236,"1947년 비밥 트럼펫 연주자 디지 길레스피와 타악기 연주자 차노 포조의 협연으로 텀블라도라, 봉고 같은 아프로-쿠반 리듬과 악기를 동해안 재즈계에 들여왔다. '만테카'나 '망고 만귀에'와 같은 쿠바 음악과의 초기 재즈 조합은 쿠바 비밥의 경우 흔히 '쿠밥'이라고 불렸다.","{'word': '1947년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}","{'word': '쿠바 음악', 'start_idx': 109, 'end_idx': 113, 'type': 'GEN'}",재즈,arb
237,"1947년 비밥 트럼펫 연주자 디지 길레스피와 타악기 연주자 차노 포조의 협연으로 텀블라도라, 봉고 같은 아프로-쿠반 리듬과 악기를 동해안 재즈계에 들여왔다. '만테카'나 '망고 만귀에'와 같은 쿠바 음악과의 초기 재즈 조합은 쿠바 비밥의 경우 흔히 '쿠밥'이라고 불렸다.","{'word': '1947년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}","{'word': '디지 길레스피', 'start_idx': 17, 'end_idx': 23, 'type': 'ART'}",재즈,arb
238,"1947년 비밥 트럼펫 연주자 디지 길레스피와 타악기 연주자 차노 포조의 협연으로 텀블라도라, 봉고 같은 아프로-쿠반 리듬과 악기를 동해안 재즈계에 들여왔다. '만테카'나 '망고 만귀에'와 같은 쿠바 음악과의 초기 재즈 조합은 쿠바 비밥의 경우 흔히 '쿠밥'이라고 불렸다.","{'word': '1947년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}","{'word': '차노 포조', 'start_idx': 34, 'end_idx': 38, 'type': 'ART'}",재즈,arb
239,"1947년 비밥 트럼펫 연주자 디지 길레스피와 타악기 연주자 차노 포조의 협연으로 텀블라도라, 봉고 같은 아프로-쿠반 리듬과 악기를 동해안 재즈계에 들여왔다. '만테카'나 '망고 만귀에'와 같은 쿠바 음악과의 초기 재즈 조합은 쿠바 비밥의 경우 흔히 '쿠밥'이라고 불렸다.","{'word': '만테카', 'start_idx': 90, 'end_idx': 92, 'type': 'POH'}","{'word': '망고 만귀에', 'start_idx': 97, 'end_idx': 102, 'type': 'POH'}",재즈,arb
240,"1947년 비밥 트럼펫 연주자 디지 길레스피와 타악기 연주자 차노 포조의 협연으로 텀블라도라, 봉고 같은 아프로-쿠반 리듬과 악기를 동해안 재즈계에 들여왔다. '만테카'나 '망고 만귀에'와 같은 쿠바 음악과의 초기 재즈 조합은 쿠바 비밥의 경우 흔히 '쿠밥'이라고 불렸다.","{'word': '만테카', 'start_idx': 90, 'end_idx': 92, 'type': 'POH'}","{'word': '디지 길레스피', 'start_idx': 17, 'end_idx': 23, 'type': 'ART'}",재즈,arb
241,"1947년 비밥 트럼펫 연주자 디지 길레스피와 타악기 연주자 차노 포조의 협연으로 텀블라도라, 봉고 같은 아프로-쿠반 리듬과 악기를 동해안 재즈계에 들여왔다. '만테카'나 '망고 만귀에'와 같은 쿠바 음악과의 초기 재즈 조합은 쿠바 비밥의 경우 흔히 '쿠밥'이라고 불렸다.","{'word': '디지 길레스피', 'start_idx': 17, 'end_idx': 23, 'type': 'ART'}","{'word': '쿠바 비밥', 'start_idx': 127, 'end_idx': 131, 'type': 'GEN'}",재즈,arb
242,"1947년 비밥 트럼펫 연주자 디지 길레스피와 타악기 연주자 차노 포조의 협연으로 텀블라도라, 봉고 같은 아프로-쿠반 리듬과 악기를 동해안 재즈계에 들여왔다. '만테카'나 '망고 만귀에'와 같은 쿠바 음악과의 초기 재즈 조합은 쿠바 비밥의 경우 흔히 '쿠밥'이라고 불렸다.","{'word': '디지 길레스피', 'start_idx': 17, 'end_idx': 23, 'type': 'ART'}","{'word': '1947년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",재즈,arb
243,"1947년 비밥 트럼펫 연주자 디지 길레스피와 타악기 연주자 차노 포조의 협연으로 텀블라도라, 봉고 같은 아프로-쿠반 리듬과 악기를 동해안 재즈계에 들여왔다. '만테카'나 '망고 만귀에'와 같은 쿠바 음악과의 초기 재즈 조합은 쿠바 비밥의 경우 흔히 '쿠밥'이라고 불렸다.","{'word': '차노 포조', 'start_idx': 34, 'end_idx': 38, 'type': 'ART'}","{'word': '쿠바 음악', 'start_idx': 109, 'end_idx': 113, 'type': 'GEN'}",재즈,arb
244,마르살리스의 상업적인 성공이 퓨전 및 프리 재즈에 대한 반응과 1960년대에 개척된 재즈(특히 모달 재즈와 포스트 밥)에 대한 관심의 부활의 원인인지 아닌지는 논란의 여지가 있다.,"{'word': '모달 재즈', 'start_idx': 53, 'end_idx': 57, 'type': 'GEN'}","{'word': '재즈', 'start_idx': 47, 'end_idx': 48, 'type': 'GEN'}",재즈,org
245,마르살리스의 상업적인 성공이 퓨전 및 프리 재즈에 대한 반응과 1960년대에 개척된 재즈(특히 모달 재즈와 포스트 밥)에 대한 관심의 부활의 원인인지 아닌지는 논란의 여지가 있다.,"{'word': '퓨전', 'start_idx': 16, 'end_idx': 17, 'type': 'GEN'}","{'word': '마르살리스', 'start_idx': 0, 'end_idx': 4, 'type': 'ART'}",재즈,arb
246,마르살리스의 상업적인 성공이 퓨전 및 프리 재즈에 대한 반응과 1960년대에 개척된 재즈(특히 모달 재즈와 포스트 밥)에 대한 관심의 부활의 원인인지 아닌지는 논란의 여지가 있다.,"{'word': '포스트 밥', 'start_idx': 60, 'end_idx': 64, 'type': 'GEN'}","{'word': '프리 재즈', 'start_idx': 21, 'end_idx': 25, 'type': 'GEN'}",재즈,arb
247,마르살리스의 상업적인 성공이 퓨전 및 프리 재즈에 대한 반응과 1960년대에 개척된 재즈(특히 모달 재즈와 포스트 밥)에 대한 관심의 부활의 원인인지 아닌지는 논란의 여지가 있다.,"{'word': '마르살리스', 'start_idx': 0, 'end_idx': 4, 'type': 'ART'}","{'word': '모달 재즈', 'start_idx': 53, 'end_idx': 57, 'type': 'GEN'}",재즈,arb
248,마르살리스의 상업적인 성공이 퓨전 및 프리 재즈에 대한 반응과 1960년대에 개척된 재즈(특히 모달 재즈와 포스트 밥)에 대한 관심의 부활의 원인인지 아닌지는 논란의 여지가 있다.,"{'word': '마르살리스', 'start_idx': 0, 'end_idx': 4, 'type': 'ART'}","{'word': '퓨전', 'start_idx': 16, 'end_idx': 17, 'type': 'GEN'}",재즈,arb
249,마르살리스의 상업적인 성공이 퓨전 및 프리 재즈에 대한 반응과 1960년대에 개척된 재즈(특히 모달 재즈와 포스트 밥)에 대한 관심의 부활의 원인인지 아닌지는 논란의 여지가 있다.,"{'word': '1960년대', 'start_idx': 35, 'end_idx': 40, 'type': 'DAT'}","{'word': '모달 재즈', 'start_idx': 53, 'end_idx': 57, 'type': 'GEN'}",재즈,arb
250,마르살리스의 상업적인 성공이 퓨전 및 프리 재즈에 대한 반응과 1960년대에 개척된 재즈(특히 모달 재즈와 포스트 밥)에 대한 관심의 부활의 원인인지 아닌지는 논란의 여지가 있다.,"{'word': '1960년대', 'start_idx': 35, 'end_idx': 40, 'type': 'DAT'}","{'word': '마르살리스', 'start_idx': 0, 'end_idx': 4, 'type': 'ART'}",재즈,arb
251,"모튼은 래그타임의 경직된 리듬감을 풀어, 그 장식을 줄이고 스윙감을 채용했다.","{'word': '래그타임', 'start_idx': 4, 'end_idx': 7, 'type': 'GEN'}","{'word': '스윙', 'start_idx': 33, 'end_idx': 34, 'type': 'GEN'}",재즈,org
252,"모튼은 래그타임의 경직된 리듬감을 풀어, 그 장식을 줄이고 스윙감을 채용했다.","{'word': '래그타임', 'start_idx': 4, 'end_idx': 7, 'type': 'GEN'}","{'word': '모튼', 'start_idx': 0, 'end_idx': 1, 'type': 'ART'}",재즈,org
253,"모튼은 래그타임의 경직된 리듬감을 풀어, 그 장식을 줄이고 스윙감을 채용했다.","{'word': '스윙', 'start_idx': 33, 'end_idx': 34, 'type': 'GEN'}","{'word': '모튼', 'start_idx': 0, 'end_idx': 1, 'type': 'ART'}",재즈,arb
254,"모튼은 래그타임의 경직된 리듬감을 풀어, 그 장식을 줄이고 스윙감을 채용했다.","{'word': '스윙', 'start_idx': 33, 'end_idx': 34, 'type': 'GEN'}","{'word': '래그타임', 'start_idx': 4, 'end_idx': 7, 'type': 'GEN'}",재즈,arb
255,"모튼은 래그타임의 경직된 리듬감을 풀어, 그 장식을 줄이고 스윙감을 채용했다.","{'word': '모튼', 'start_idx': 0, 'end_idx': 1, 'type': 'ART'}","{'word': '스윙', 'start_idx': 33, 'end_idx': 34, 'type': 'GEN'}",재즈,arb
256,마일즈 데이비스는 역사상 가장 잘 팔린 재즈 앨범 Kind of Blue(1959년)로 이 개념을 더 위대한 재즈 세계에 소개했다.,"{'word': '마일즈 데이비스', 'start_idx': 0, 'end_idx': 7, 'type': 'ART'}","{'word': 'Kind of Blue', 'start_idx': 28, 'end_idx': 39, 'type': 'POH'}",재즈,org
257,마일즈 데이비스는 역사상 가장 잘 팔린 재즈 앨범 Kind of Blue(1959년)로 이 개념을 더 위대한 재즈 세계에 소개했다.,"{'word': 'Kind of Blue', 'start_idx': 28, 'end_idx': 39, 'type': 'POH'}","{'word': '1959년', 'start_idx': 41, 'end_idx': 45, 'type': 'DAT'}",재즈,org
258,마일즈 데이비스는 역사상 가장 잘 팔린 재즈 앨범 Kind of Blue(1959년)로 이 개념을 더 위대한 재즈 세계에 소개했다.,"{'word': '재즈', 'start_idx': 22, 'end_idx': 23, 'type': 'GEN'}","{'word': '마일즈 데이비스', 'start_idx': 0, 'end_idx': 7, 'type': 'ART'}",재즈,org
259,마일즈 데이비스는 역사상 가장 잘 팔린 재즈 앨범 Kind of Blue(1959년)로 이 개념을 더 위대한 재즈 세계에 소개했다.,"{'word': '재즈', 'start_idx': 61, 'end_idx': 62, 'type': 'GEN'}","{'word': 'Kind of Blue', 'start_idx': 28, 'end_idx': 39, 'type': 'POH'}",재즈,arb
260,마일즈 데이비스는 역사상 가장 잘 팔린 재즈 앨범 Kind of Blue(1959년)로 이 개념을 더 위대한 재즈 세계에 소개했다.,"{'word': '재즈', 'start_idx': 61, 'end_idx': 62, 'type': 'GEN'}","{'word': '재즈', 'start_idx': 22, 'end_idx': 23, 'type': 'GEN'}",재즈,arb
261,마일즈 데이비스는 역사상 가장 잘 팔린 재즈 앨범 Kind of Blue(1959년)로 이 개념을 더 위대한 재즈 세계에 소개했다.,"{'word': '재즈', 'start_idx': 22, 'end_idx': 23, 'type': 'GEN'}","{'word': '1959년', 'start_idx': 41, 'end_idx': 45, 'type': 'DAT'}",재즈,arb
262,마일즈 데이비스는 역사상 가장 잘 팔린 재즈 앨범 Kind of Blue(1959년)로 이 개념을 더 위대한 재즈 세계에 소개했다.,"{'word': 'Kind of Blue', 'start_idx': 28, 'end_idx': 39, 'type': 'POH'}","{'word': '마일즈 데이비스', 'start_idx': 0, 'end_idx': 7, 'type': 'ART'}",재즈,arb
263,마일즈 데이비스는 역사상 가장 잘 팔린 재즈 앨범 Kind of Blue(1959년)로 이 개념을 더 위대한 재즈 세계에 소개했다.,"{'word': 'Kind of Blue', 'start_idx': 28, 'end_idx': 39, 'type': 'POH'}","{'word': '재즈', 'start_idx': 61, 'end_idx': 62, 'type': 'GEN'}",재즈,arb
264,마일즈 데이비스는 역사상 가장 잘 팔린 재즈 앨범 Kind of Blue(1959년)로 이 개념을 더 위대한 재즈 세계에 소개했다.,"{'word': '마일즈 데이비스', 'start_idx': 0, 'end_idx': 7, 'type': 'ART'}","{'word': '재즈', 'start_idx': 22, 'end_idx': 23, 'type': 'GEN'}",재즈,arb
265,마일즈 데이비스는 역사상 가장 잘 팔린 재즈 앨범 Kind of Blue(1959년)로 이 개념을 더 위대한 재즈 세계에 소개했다.,"{'word': '1959년', 'start_idx': 41, 'end_idx': 45, 'type': 'DAT'}","{'word': '재즈', 'start_idx': 61, 'end_idx': 62, 'type': 'GEN'}",재즈,arb
266,마일즈 데이비스는 역사상 가장 잘 팔린 재즈 앨범 Kind of Blue(1959년)로 이 개념을 더 위대한 재즈 세계에 소개했다.,"{'word': '1959년', 'start_idx': 41, 'end_idx': 45, 'type': 'DAT'}","{'word': '재즈', 'start_idx': 22, 'end_idx': 23, 'type': 'GEN'}",재즈,arb
267,이후 몇 달 동안 이 4중주단과 함께 녹음한 콜트레인은 1965년 9월 파로아 샌더스를 초청해 밴드에 합류시켰다.,"{'word': '1965년 9월', 'start_idx': 31, 'end_idx': 38, 'type': 'DAT'}","{'word': '파로아 샌더스', 'start_idx': 40, 'end_idx': 46, 'type': 'ART'}",재즈,arb
268,이후 몇 달 동안 이 4중주단과 함께 녹음한 콜트레인은 1965년 9월 파로아 샌더스를 초청해 밴드에 합류시켰다.,"{'word': '파로아 샌더스', 'start_idx': 40, 'end_idx': 46, 'type': 'ART'}","{'word': '1965년 9월', 'start_idx': 31, 'end_idx': 38, 'type': 'DAT'}",재즈,arb
269,이후 몇 달 동안 이 4중주단과 함께 녹음한 콜트레인은 1965년 9월 파로아 샌더스를 초청해 밴드에 합류시켰다.,"{'word': '콜트레인', 'start_idx': 25, 'end_idx': 28, 'type': 'ART'}","{'word': '1965년 9월', 'start_idx': 31, 'end_idx': 38, 'type': 'DAT'}",재즈,arb
270,스퀘어퍼는 재즈 연주자 드러머 마크 길리아나와 피아니스트 브래드 멜다우에게 하나의 큰 영향력으로 지목되어 재즈와 전자음악의 상관관계를 보여준다.,"{'word': '재즈', 'start_idx': 6, 'end_idx': 7, 'type': 'GEN'}","{'word': '마크 길리아나', 'start_idx': 17, 'end_idx': 23, 'type': 'ART'}",재즈,org
271,스퀘어퍼는 재즈 연주자 드러머 마크 길리아나와 피아니스트 브래드 멜다우에게 하나의 큰 영향력으로 지목되어 재즈와 전자음악의 상관관계를 보여준다.,"{'word': '재즈', 'start_idx': 59, 'end_idx': 60, 'type': 'GEN'}","{'word': '브래드 멜다우', 'start_idx': 32, 'end_idx': 38, 'type': 'ART'}",재즈,org
272,스퀘어퍼는 재즈 연주자 드러머 마크 길리아나와 피아니스트 브래드 멜다우에게 하나의 큰 영향력으로 지목되어 재즈와 전자음악의 상관관계를 보여준다.,"{'word': '재즈', 'start_idx': 59, 'end_idx': 60, 'type': 'GEN'}","{'word': '스퀘어퍼', 'start_idx': 0, 'end_idx': 3, 'type': 'ART'}",재즈,arb
273,스퀘어퍼는 재즈 연주자 드러머 마크 길리아나와 피아니스트 브래드 멜다우에게 하나의 큰 영향력으로 지목되어 재즈와 전자음악의 상관관계를 보여준다.,"{'word': '전자음악', 'start_idx': 63, 'end_idx': 66, 'type': 'GEN'}","{'word': '브래드 멜다우', 'start_idx': 32, 'end_idx': 38, 'type': 'ART'}",재즈,arb
274,스퀘어퍼는 재즈 연주자 드러머 마크 길리아나와 피아니스트 브래드 멜다우에게 하나의 큰 영향력으로 지목되어 재즈와 전자음악의 상관관계를 보여준다.,"{'word': '브래드 멜다우', 'start_idx': 32, 'end_idx': 38, 'type': 'ART'}","{'word': '마크 길리아나', 'start_idx': 17, 'end_idx': 23, 'type': 'ART'}",재즈,arb
275,스퀘어퍼는 재즈 연주자 드러머 마크 길리아나와 피아니스트 브래드 멜다우에게 하나의 큰 영향력으로 지목되어 재즈와 전자음악의 상관관계를 보여준다.,"{'word': '스퀘어퍼', 'start_idx': 0, 'end_idx': 3, 'type': 'ART'}","{'word': '마크 길리아나', 'start_idx': 17, 'end_idx': 23, 'type': 'ART'}",재즈,arb
276,스퀘어퍼는 재즈 연주자 드러머 마크 길리아나와 피아니스트 브래드 멜다우에게 하나의 큰 영향력으로 지목되어 재즈와 전자음악의 상관관계를 보여준다.,"{'word': '스퀘어퍼', 'start_idx': 0, 'end_idx': 3, 'type': 'ART'}","{'word': '브래드 멜다우', 'start_idx': 32, 'end_idx': 38, 'type': 'ART'}",재즈,arb
277,사용되는 악기들의 시간대에 눈에 띄는 락이나 펑크의 영향이 있었다.,"{'word': '펑크', 'start_idx': 25, 'end_idx': 26, 'type': 'GEN'}","{'word': '락', 'start_idx': 21, 'end_idx': 21, 'type': 'GEN'}",재즈,arb
278,사용되는 악기들의 시간대에 눈에 띄는 락이나 펑크의 영향이 있었다.,"{'word': '락', 'start_idx': 21, 'end_idx': 21, 'type': 'GEN'}","{'word': '펑크', 'start_idx': 25, 'end_idx': 26, 'type': 'GEN'}",재즈,arb
279,"이에 대해 피아니스트 마크 레빈(Mark Levine)은 ""역사적으로 이것은 재즈 뮤지션들 사이에서 수직적 사고에서 벗어나 보다 수평적 접근으로 지축을 이동시켰다""고 설명했다.","{'word': '재즈', 'start_idx': 43, 'end_idx': 44, 'type': 'GEN'}","{'word': 'Mark Levine', 'start_idx': 18, 'end_idx': 28, 'type': 'ART'}",재즈,arb
280,"이에 대해 피아니스트 마크 레빈(Mark Levine)은 ""역사적으로 이것은 재즈 뮤지션들 사이에서 수직적 사고에서 벗어나 보다 수평적 접근으로 지축을 이동시켰다""고 설명했다.","{'word': '재즈', 'start_idx': 43, 'end_idx': 44, 'type': 'GEN'}","{'word': '마크 레빈', 'start_idx': 12, 'end_idx': 16, 'type': 'ART'}",재즈,arb
