id,sentence,subject_entity,object_entity,relation
429,"캔자스 시티의 지역 밴드, 베니 모텐의 캔자스 시티 오케스트라, 제이 맥샨, 그리고 the 카운트 베이시 오케스트라 또한 블루스에 집중되어 있었고, 12마디 진행을 토대로한 베이시의 〈One O'Clock Jump〉, 〈Jumpin' at the Woodside〉 그리고 지미 러싱의 〈Blues Shouting〉 , 〈Going to Chicago〉, 〈Sent for You Yesterday〉를 예로 들수 있다. 1940년, 재즈의 관악기 편성을 받아들임과 더불어, 렉 타임, 부기우기의 전통을 받아들여 탄생된 또 다른 어반 블루스 스타일이 있는데, 바로 점프 블루스이다.","{'word': 'Blues Shouting', 'start_idx': 160, 'end_idx': 173, 'type': 'POH'}","{'word': '캔자스 시티 오케스트라', 'start_idx': 22, 'end_idx': 33, 'type': 'ART'}",None
435,"블루스의 음악적 스타일, 형태, 멜로디, 스케일등은 많은 장르(로큰롤, 재즈, 그리고 대중음악)의 음악에 영향을 끼쳤다.","{'word': '로큰롤', 'start_idx': 35, 'end_idx': 37, 'type': 'GEN'}","{'word': '블루스', 'start_idx': 0, 'end_idx': 2, 'type': 'GEN'}",None
436,"블루스의 음악적 스타일, 형태, 멜로디, 스케일등은 많은 장르(로큰롤, 재즈, 그리고 대중음악)의 음악에 영향을 끼쳤다.","{'word': '재즈', 'start_idx': 40, 'end_idx': 41, 'type': 'GEN'}","{'word': '블루스', 'start_idx': 0, 'end_idx': 2, 'type': 'GEN'}",None
437,"블루스의 음악적 스타일, 형태, 멜로디, 스케일등은 많은 장르(로큰롤, 재즈, 그리고 대중음악)의 음악에 영향을 끼쳤다.","{'word': '대중음악', 'start_idx': 48, 'end_idx': 51, 'type': 'GEN'}","{'word': '블루스', 'start_idx': 0, 'end_idx': 2, 'type': 'GEN'}",None
439,"이윽고 가스펠과 블루스는 서로 결합에 이르게 되는데, 1960~1970년대에 소울 블루스라는 새로운 장르가 생긴다.","{'word': '소울 블루스', 'start_idx': 43, 'end_idx': 48, 'type': 'GEN'}","{'word': '블루스', 'start_idx': 9, 'end_idx': 11, 'type': 'GEN'}",None
440,"이윽고 가스펠과 블루스는 서로 결합에 이르게 되는데, 1960~1970년대에 소울 블루스라는 새로운 장르가 생긴다.","{'word': '소울 블루스', 'start_idx': 43, 'end_idx': 48, 'type': 'GEN'}","{'word': '가스펠', 'start_idx': 4, 'end_idx': 6, 'type': 'GEN'}",None
442,어반 블루스는 컨트리 블루스의 요소와 도시적인 컬러를 적절히 융합한 절충주의의 형태를 띄고 있다.,"{'word': '어반 블루스', 'start_idx': 0, 'end_idx': 5, 'type': 'GEN'}","{'word': '컨트리 블루스', 'start_idx': 8, 'end_idx': 14, 'type': 'GEN'}",None
443,"화성학적으로, 블루스는 아프리카 음악과 유럽의 다이어토닉 (Diatonic) 음악을 섞었다.","{'word': '블루스', 'start_idx': 8, 'end_idx': 10, 'type': 'GEN'}","{'word': '다이어토닉', 'start_idx': 26, 'end_idx': 30, 'type': 'GEN'}",None
444,"화성학적으로, 블루스는 아프리카 음악과 유럽의 다이어토닉 (Diatonic) 음악을 섞었다.","{'word': '블루스', 'start_idx': 8, 'end_idx': 10, 'type': 'GEN'}","{'word': '아프리카 음악', 'start_idx': 13, 'end_idx': 19, 'type': 'GEN'}",None
445,"화성학적으로, 블루스는 아프리카 음악과 유럽의 다이어토닉 (Diatonic) 음악을 섞었다.","{'word': '다이어토닉', 'start_idx': 26, 'end_idx': 30, 'type': 'GEN'}","{'word': 'Diatonic', 'start_idx': 33, 'end_idx': 40, 'type': 'GEN'}",None
446,"화성학적으로, 블루스는 아프리카 음악과 유럽의 다이어토닉 (Diatonic) 음악을 섞었다.","{'word': 'Diatonic', 'start_idx': 33, 'end_idx': 40, 'type': 'GEN'}","{'word': '블루스', 'start_idx': 8, 'end_idx': 10, 'type': 'GEN'}",None
449,최근에 들어와 흑인 음악을 통칭하는 표현으로 사용되는 '리듬 앤 블루스'는 사실 1940년대의 일렉트릭 블루스를 의미하는 표현이었다.,"{'word': '리듬 앤 블루스', 'start_idx': 31, 'end_idx': 38, 'type': 'GEN'}","{'word': '흑인 음악', 'start_idx': 8, 'end_idx': 12, 'type': 'GEN'}",None
453,1930년대와 1940년대 초의 중요한 어반 블루스 스타일 중 하나로 부기우기를 뽑을 수 있다.,"{'word': '어반 블루스 스타일', 'start_idx': 22, 'end_idx': 31, 'type': 'GEN'}","{'word': '부기우기', 'start_idx': 39, 'end_idx': 42, 'type': 'GEN'}",None
455,1930년대와 1940년대 초의 중요한 어반 블루스 스타일 중 하나로 부기우기를 뽑을 수 있다.,"{'word': '부기우기', 'start_idx': 39, 'end_idx': 42, 'type': 'GEN'}","{'word': '1930년대와 1940년대 초', 'start_idx': 0, 'end_idx': 15, 'type': 'DAT'}",None
458,"훗날, 존 리 후커는 자신의 블루스와 어린 백인 뮤지션을 미숙한 록과 섞어서 새로운 음악 스타일을 만들게된다. 바로 1971년 앨범 《Endless Boogie》다.","{'word': '존 리 후커', 'start_idx': 4, 'end_idx': 9, 'type': 'ART'}","{'word': 'Endless Boogie', 'start_idx': 75, 'end_idx': 88, 'type': 'POH'}",None
460,"훗날, 존 리 후커는 자신의 블루스와 어린 백인 뮤지션을 미숙한 록과 섞어서 새로운 음악 스타일을 만들게된다. 바로 1971년 앨범 《Endless Boogie》다.","{'word': '블루스', 'start_idx': 16, 'end_idx': 18, 'type': 'GEN'}","{'word': '존 리 후커', 'start_idx': 4, 'end_idx': 9, 'type': 'ART'}",None
461,"이를 일렉트릭 블루스, 혹은 시카고 블루스라 부른다.","{'word': '일렉트릭 블루스', 'start_idx': 3, 'end_idx': 10, 'type': 'GEN'}","{'word': '시카고 블루스', 'start_idx': 16, 'end_idx': 22, 'type': 'GEN'}",None
462,"이를 일렉트릭 블루스, 혹은 시카고 블루스라 부른다.","{'word': '시카고 블루스', 'start_idx': 16, 'end_idx': 22, 'type': 'GEN'}","{'word': '일렉트릭 블루스', 'start_idx': 3, 'end_idx': 10, 'type': 'GEN'}",None
463,"이러한 12마디 진행은 리듬앤블루스와 록큰롤, 재즈에 기초가 된다.","{'word': '록큰롤', 'start_idx': 21, 'end_idx': 23, 'type': 'GEN'}","{'word': '재즈', 'start_idx': 26, 'end_idx': 27, 'type': 'GEN'}",None
464,"재즈는 초기 뉴올리언스 딕시랜드, 스윙 시대의 빅 밴드 음악, 비밥, 라틴 재즈, 퓨전, 에시드 재즈, 펑크, 힙합, 그리고 당연히 블루스에게도 영향을 미쳤다.","{'word': '재즈', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}","{'word': '에시드 재즈', 'start_idx': 50, 'end_idx': 55, 'type': 'GEN'}",None
465,"재즈는 초기 뉴올리언스 딕시랜드, 스윙 시대의 빅 밴드 음악, 비밥, 라틴 재즈, 퓨전, 에시드 재즈, 펑크, 힙합, 그리고 당연히 블루스에게도 영향을 미쳤다.","{'word': '빅 밴드 음악', 'start_idx': 26, 'end_idx': 32, 'type': 'GEN'}","{'word': '재즈', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}",None
466,"재즈는 초기 뉴올리언스 딕시랜드, 스윙 시대의 빅 밴드 음악, 비밥, 라틴 재즈, 퓨전, 에시드 재즈, 펑크, 힙합, 그리고 당연히 블루스에게도 영향을 미쳤다.","{'word': '비밥', 'start_idx': 35, 'end_idx': 36, 'type': 'GEN'}","{'word': '재즈', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}",None
467,"재즈는 초기 뉴올리언스 딕시랜드, 스윙 시대의 빅 밴드 음악, 비밥, 라틴 재즈, 퓨전, 에시드 재즈, 펑크, 힙합, 그리고 당연히 블루스에게도 영향을 미쳤다.","{'word': '라틴 재즈', 'start_idx': 39, 'end_idx': 43, 'type': 'GEN'}","{'word': '재즈', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}",None
468,"재즈는 초기 뉴올리언스 딕시랜드, 스윙 시대의 빅 밴드 음악, 비밥, 라틴 재즈, 퓨전, 에시드 재즈, 펑크, 힙합, 그리고 당연히 블루스에게도 영향을 미쳤다.","{'word': '퓨전', 'start_idx': 46, 'end_idx': 47, 'type': 'GEN'}","{'word': '재즈', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}",None
469,"재즈는 초기 뉴올리언스 딕시랜드, 스윙 시대의 빅 밴드 음악, 비밥, 라틴 재즈, 퓨전, 에시드 재즈, 펑크, 힙합, 그리고 당연히 블루스에게도 영향을 미쳤다.","{'word': '펑크', 'start_idx': 58, 'end_idx': 59, 'type': 'GEN'}","{'word': '재즈', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}",None
470,"재즈는 초기 뉴올리언스 딕시랜드, 스윙 시대의 빅 밴드 음악, 비밥, 라틴 재즈, 퓨전, 에시드 재즈, 펑크, 힙합, 그리고 당연히 블루스에게도 영향을 미쳤다.","{'word': '힙합', 'start_idx': 62, 'end_idx': 63, 'type': 'GEN'}","{'word': '재즈', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}",None
471,"재즈는 초기 뉴올리언스 딕시랜드, 스윙 시대의 빅 밴드 음악, 비밥, 라틴 재즈, 퓨전, 에시드 재즈, 펑크, 힙합, 그리고 당연히 블루스에게도 영향을 미쳤다.","{'word': '블루스', 'start_idx': 74, 'end_idx': 76, 'type': 'GEN'}","{'word': '재즈', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}",None
473,"재즈는 초기 뉴올리언스 딕시랜드, 스윙 시대의 빅 밴드 음악, 비밥, 라틴 재즈, 퓨전, 에시드 재즈, 펑크, 힙합, 그리고 당연히 블루스에게도 영향을 미쳤다.","{'word': '라틴 재즈', 'start_idx': 39, 'end_idx': 43, 'type': 'GEN'}","{'word': '에시드 재즈', 'start_idx': 50, 'end_idx': 55, 'type': 'GEN'}",None
477,"초기 블루스(컨트리 블루스)는 해방 흑인의 비참한 생활 환경, 인간적인 슬픔, 고뇌, 절망감 등이 드러나 있고, 대부분 본인과 관련한 일련의 사건이나 경험, 그리고 아프리카-아메리칸 사회를 이야기하고 있다.","{'word': '초기 블루스', 'start_idx': 0, 'end_idx': 5, 'type': 'GEN'}","{'word': '컨트리 블루스', 'start_idx': 7, 'end_idx': 13, 'type': 'GEN'}",None
479,"일렉트릭 블루스가 재즈, 그리고 가스펠적인 요소를 받아들임으로서 탄생한 리듬 앤 블루스는 그 어떤 블루스 보다도 블루스의 전통에 가까운 블루스 음악이라고 할 수 있었다.","{'word': '리듬 앤 블루스', 'start_idx': 40, 'end_idx': 47, 'type': 'GEN'}","{'word': '일렉트릭 블루스', 'start_idx': 0, 'end_idx': 7, 'type': 'GEN'}",None
480,"일렉트릭 블루스가 재즈, 그리고 가스펠적인 요소를 받아들임으로서 탄생한 리듬 앤 블루스는 그 어떤 블루스 보다도 블루스의 전통에 가까운 블루스 음악이라고 할 수 있었다.","{'word': '리듬 앤 블루스', 'start_idx': 40, 'end_idx': 47, 'type': 'GEN'}","{'word': '가스펠', 'start_idx': 18, 'end_idx': 20, 'type': 'GEN'}",None
481,"일렉트릭 블루스가 재즈, 그리고 가스펠적인 요소를 받아들임으로서 탄생한 리듬 앤 블루스는 그 어떤 블루스 보다도 블루스의 전통에 가까운 블루스 음악이라고 할 수 있었다.","{'word': '리듬 앤 블루스', 'start_idx': 40, 'end_idx': 47, 'type': 'GEN'}","{'word': '재즈', 'start_idx': 10, 'end_idx': 11, 'type': 'GEN'}",None
482,"일렉트릭 블루스가 재즈, 그리고 가스펠적인 요소를 받아들임으로서 탄생한 리듬 앤 블루스는 그 어떤 블루스 보다도 블루스의 전통에 가까운 블루스 음악이라고 할 수 있었다.","{'word': '블루스 음악', 'start_idx': 76, 'end_idx': 81, 'type': 'GEN'}","{'word': '리듬 앤 블루스', 'start_idx': 40, 'end_idx': 47, 'type': 'GEN'}",None
483,"일렉트릭 블루스가 재즈, 그리고 가스펠적인 요소를 받아들임으로서 탄생한 리듬 앤 블루스는 그 어떤 블루스 보다도 블루스의 전통에 가까운 블루스 음악이라고 할 수 있었다.","{'word': '가스펠', 'start_idx': 18, 'end_idx': 20, 'type': 'GEN'}","{'word': '재즈', 'start_idx': 10, 'end_idx': 11, 'type': 'GEN'}",None
486,"영국안에서, 밴드들은 전설적인 미국 블루스들을 따라하기 시작했고, 록을 기반으로한 영국 블루스 밴드는 1960년대에 막대한 영향을 끼치게 된다.","{'word': '영국 블루스', 'start_idx': 46, 'end_idx': 51, 'type': 'GEN'}","{'word': '록', 'start_idx': 37, 'end_idx': 37, 'type': 'GEN'}",None
489,"영국안에서, 밴드들은 전설적인 미국 블루스들을 따라하기 시작했고, 록을 기반으로한 영국 블루스 밴드는 1960년대에 막대한 영향을 끼치게 된다.","{'word': '록', 'start_idx': 37, 'end_idx': 37, 'type': 'GEN'}","{'word': '영국', 'start_idx': 0, 'end_idx': 1, 'type': 'LOC'}",None
492,"1960년대 초, 영국인과 블루스 뮤지션들은 미국 블루스 록 퓨전 연주자들의 규모에 놀랐는데, 더 도어스, 캔디드 히트, 초기 제퍼슨 에어플레인, 제니스 조플린, 조니 윈터, J. 게일 밴드, Ry 코더, 올먼 브러더스 밴드 그리고 블루스 록 연주자인 지미 헨드릭스는 당시 시장에선 희귀했다.","{'word': 'J. 게일 밴드', 'start_idx': 98, 'end_idx': 105, 'type': 'ART'}","{'word': '제니스 조플린', 'start_idx': 82, 'end_idx': 88, 'type': 'ART'}",None
493,"1960년대 초, 영국인과 블루스 뮤지션들은 미국 블루스 록 퓨전 연주자들의 규모에 놀랐는데, 더 도어스, 캔디드 히트, 초기 제퍼슨 에어플레인, 제니스 조플린, 조니 윈터, J. 게일 밴드, Ry 코더, 올먼 브러더스 밴드 그리고 블루스 록 연주자인 지미 헨드릭스는 당시 시장에선 희귀했다.","{'word': '블루스 록', 'start_idx': 130, 'end_idx': 134, 'type': 'GEN'}","{'word': '초기 제퍼슨 에어플레인', 'start_idx': 68, 'end_idx': 79, 'type': 'ART'}",None
501,빅 조 터너의 〈Rebecca〉,"{'word': 'Rebecca', 'start_idx': 9, 'end_idx': 15, 'type': 'POH'}","{'word': '빅 조 터너', 'start_idx': 0, 'end_idx': 5, 'type': 'ART'}",None
502,미국의 블루스 록이 로큰롤의 토대위에서 성장했다면 영국 블루스 록의 기초는 '스키플(Skiffle)' 에서 활성화 되었다고 볼 수 있다.,"{'word': '미국의 블루스 록', 'start_idx': 0, 'end_idx': 8, 'type': 'GEN'}","{'word': '로큰롤', 'start_idx': 11, 'end_idx': 13, 'type': 'GEN'}",None
503,미국의 블루스 록이 로큰롤의 토대위에서 성장했다면 영국 블루스 록의 기초는 '스키플(Skiffle)' 에서 활성화 되었다고 볼 수 있다.,"{'word': '영국 블루스 록', 'start_idx': 28, 'end_idx': 35, 'type': 'GEN'}","{'word': '스키플', 'start_idx': 43, 'end_idx': 45, 'type': 'GEN'}",None
504,미국의 블루스 록이 로큰롤의 토대위에서 성장했다면 영국 블루스 록의 기초는 '스키플(Skiffle)' 에서 활성화 되었다고 볼 수 있다.,"{'word': '스키플', 'start_idx': 43, 'end_idx': 45, 'type': 'GEN'}","{'word': 'Skiffle', 'start_idx': 47, 'end_idx': 53, 'type': 'GEN'}",None
505,미국의 블루스 록이 로큰롤의 토대위에서 성장했다면 영국 블루스 록의 기초는 '스키플(Skiffle)' 에서 활성화 되었다고 볼 수 있다.,"{'word': '미국의 블루스 록', 'start_idx': 0, 'end_idx': 8, 'type': 'GEN'}","{'word': '스키플', 'start_idx': 43, 'end_idx': 45, 'type': 'GEN'}",None
512,"애니멀스, 플랫우드 맥, 존 메이올 & 블루스브레이커스, 롤링 스톤스, 야드버즈, 크림 그리고 아이리쉬 뮤지션인 로리 갤러거 (Rory Gallagher Corner) 등이 있는데, 그들은 전통 델타, 시카고 블루스에 기반한 클래식 블루스를 연주했다.","{'word': '클래식 블루스', 'start_idx': 126, 'end_idx': 132, 'type': 'GEN'}","{'word': '아이리쉬 뮤지션', 'start_idx': 53, 'end_idx': 60, 'type': 'COM'}",None
513,"스킵 제임스, 찰리 패튼, 조지아 토미 달시와 같은 초기 컨트리 블루스맨들은 컨트리 음악, 어반 블루스를 연주했는데, 소울 음악에도 영향을 끼쳤다.","{'word': '소울 음악', 'start_idx': 66, 'end_idx': 70, 'type': 'GEN'}","{'word': '어반 블루스', 'start_idx': 51, 'end_idx': 56, 'type': 'GEN'}",None
514,"스킵 제임스, 찰리 패튼, 조지아 토미 달시와 같은 초기 컨트리 블루스맨들은 컨트리 음악, 어반 블루스를 연주했는데, 소울 음악에도 영향을 끼쳤다.","{'word': '소울 음악', 'start_idx': 66, 'end_idx': 70, 'type': 'GEN'}","{'word': '초기 컨트리 블루스', 'start_idx': 29, 'end_idx': 38, 'type': 'GEN'}",None
518,"스킵 제임스, 찰리 패튼, 조지아 토미 달시와 같은 초기 컨트리 블루스맨들은 컨트리 음악, 어반 블루스를 연주했는데, 소울 음악에도 영향을 끼쳤다.","{'word': '스킵 제임스', 'start_idx': 0, 'end_idx': 5, 'type': 'ART'}","{'word': '조지아 토미 달시', 'start_idx': 15, 'end_idx': 23, 'type': 'ART'}",None
519,"스킵 제임스, 찰리 패튼, 조지아 토미 달시와 같은 초기 컨트리 블루스맨들은 컨트리 음악, 어반 블루스를 연주했는데, 소울 음악에도 영향을 끼쳤다.","{'word': '컨트리 음악', 'start_idx': 43, 'end_idx': 48, 'type': 'GEN'}","{'word': '어반 블루스', 'start_idx': 51, 'end_idx': 56, 'type': 'GEN'}",None
521,"흔히 영국의 로커 빌리, R&B와 영국 컨트리 음악의 퓨전, 영국의 블루그래스 등으로 규정되는 스키플은, 초기의 가난했던 미국 흑인들의 블루스와 재즈를 연주하기 위한 영국인들의 시도에서 출발했다.","{'word': '스키플', 'start_idx': 53, 'end_idx': 55, 'type': 'GEN'}","{'word': '블루그래스', 'start_idx': 38, 'end_idx': 42, 'type': 'GEN'}",None
522,"흔히 영국의 로커 빌리, R&B와 영국 컨트리 음악의 퓨전, 영국의 블루그래스 등으로 규정되는 스키플은, 초기의 가난했던 미국 흑인들의 블루스와 재즈를 연주하기 위한 영국인들의 시도에서 출발했다.","{'word': '스키플', 'start_idx': 53, 'end_idx': 55, 'type': 'GEN'}","{'word': '영국 컨트리 음악', 'start_idx': 19, 'end_idx': 27, 'type': 'GEN'}",None
523,"흔히 영국의 로커 빌리, R&B와 영국 컨트리 음악의 퓨전, 영국의 블루그래스 등으로 규정되는 스키플은, 초기의 가난했던 미국 흑인들의 블루스와 재즈를 연주하기 위한 영국인들의 시도에서 출발했다.","{'word': '스키플', 'start_idx': 53, 'end_idx': 55, 'type': 'GEN'}","{'word': 'R&B', 'start_idx': 14, 'end_idx': 16, 'type': 'GEN'}",None
524,"흔히 영국의 로커 빌리, R&B와 영국 컨트리 음악의 퓨전, 영국의 블루그래스 등으로 규정되는 스키플은, 초기의 가난했던 미국 흑인들의 블루스와 재즈를 연주하기 위한 영국인들의 시도에서 출발했다.","{'word': '스키플', 'start_idx': 53, 'end_idx': 55, 'type': 'GEN'}","{'word': '로커 빌리', 'start_idx': 7, 'end_idx': 11, 'type': 'GEN'}",None
527,"흔히 영국의 로커 빌리, R&B와 영국 컨트리 음악의 퓨전, 영국의 블루그래스 등으로 규정되는 스키플은, 초기의 가난했던 미국 흑인들의 블루스와 재즈를 연주하기 위한 영국인들의 시도에서 출발했다.","{'word': 'R&B', 'start_idx': 14, 'end_idx': 16, 'type': 'GEN'}","{'word': '미국 흑인들', 'start_idx': 68, 'end_idx': 73, 'type': 'COM'}",None
528,미시시피 델타 블루스로 불리기도 하는 초기의 블루스는 컨트리 블루스 혹은 포크 블루스로 불리기도 한다.,"{'word': '미시시피 델타 블루스', 'start_idx': 0, 'end_idx': 10, 'type': 'GEN'}","{'word': '컨트리 블루스', 'start_idx': 30, 'end_idx': 36, 'type': 'GEN'}",None
529,미시시피 델타 블루스로 불리기도 하는 초기의 블루스는 컨트리 블루스 혹은 포크 블루스로 불리기도 한다.,"{'word': '컨트리 블루스', 'start_idx': 30, 'end_idx': 36, 'type': 'GEN'}","{'word': '포크 블루스', 'start_idx': 41, 'end_idx': 46, 'type': 'GEN'}",None
530,미시시피 델타 블루스로 불리기도 하는 초기의 블루스는 컨트리 블루스 혹은 포크 블루스로 불리기도 한다.,"{'word': '포크 블루스', 'start_idx': 41, 'end_idx': 46, 'type': 'GEN'}","{'word': '미시시피 델타 블루스', 'start_idx': 0, 'end_idx': 10, 'type': 'GEN'}",None
535,"그의 기타 스타일은 곧 이어 탄생할 시카고 블루스(혹은 일렉트릭 블루스라고 불린다)에도 많은 영향을 끼쳤고, 여자친구에게 독살당하게 되는 비극적인 죽음은 그의 음악을 더욱 극적으로 만들어 주기도 했다.","{'word': '일렉트릭 블루스', 'start_idx': 31, 'end_idx': 38, 'type': 'GEN'}","{'word': '시카고 블루스', 'start_idx': 20, 'end_idx': 26, 'type': 'GEN'}",None
537,"물론 미국의 그것도 영국과 마찬가지로 자국의 로큰롤에 기초하여 성장해 나갔으며, 뿌리 깊은 블루스의 옹호 위에서 60년대 록 사운드를 주도해 나갔다.","{'word': '블루스', 'start_idx': 51, 'end_idx': 53, 'type': 'GEN'}","{'word': '60년대', 'start_idx': 63, 'end_idx': 66, 'type': 'DAT'}",None
544,"블루스 록이 전성기에 달했을 때 영국과 미국의 사운드는 대서양을 넘어, 단합과 자유의 함성 속에서 융합되기 시작한다.","{'word': '블루스 록', 'start_idx': 0, 'end_idx': 4, 'type': 'GEN'}","{'word': '영국', 'start_idx': 18, 'end_idx': 19, 'type': 'LOC'}",None
549,"컨트리 블루스보다 발전한 형태이고, 악기의 사용도 기타 아니면 하모니카가 전부였던 컨트리 블루스에서 보다 다양해져서 시카고 때부터 피아노와 베이스, 드럼 등이 본격적으로 사용되어 음악적인 테크닉 및 표현방식이 휠씬 다양해지기 시작한다.","{'word': '컨트리 블루스', 'start_idx': 0, 'end_idx': 6, 'type': 'GEN'}","{'word': '컨트리 블루스', 'start_idx': 46, 'end_idx': 52, 'type': 'GEN'}",None
559,"특히 1959년에 데뷔한 이미자는 1960년대 왕성한 활동을 하는 가수 중 하나로 손꼽히며 이 시기에서 정상으로 올라 트로트의 중심에서 서 있던 가수다. 그리고 최희준, 김상희 등 고학력 가수들이 등장 하면서 학사 출신 가수들이 주목을 받았다.","{'word': '트로트', 'start_idx': 66, 'end_idx': 68, 'type': 'GEN'}","{'word': '1959년', 'start_idx': 3, 'end_idx': 7, 'type': 'DAT'}",None
566,그들은 이제까지의 정통 트로트를 고수하는 방식과는 약간의 다른 음악적 요소를 접미 시켜 새로운 방식의 트로트를 대중들에게 선보이기도 하였다.,"{'word': '정통 트로트', 'start_idx': 10, 'end_idx': 15, 'type': 'GEN'}","{'word': '트로트', 'start_idx': 57, 'end_idx': 59, 'type': 'GEN'}",None
568,"그러나 1990년대 중반에 들어설 무렵 락, 발라드. 댄스 팝, R&B, 힙합이 대한민국 가요계를 주도 하면서 트로트는 상당히 소외되었고 트로트를 고집하던 가수들은 한동안 침체기에 놓이게 되었다.","{'word': '발라드', 'start_idx': 25, 'end_idx': 27, 'type': 'GEN'}","{'word': '락', 'start_idx': 22, 'end_idx': 22, 'type': 'GEN'}",None
572,특히 남진은 팝 스타일과 빠른 템포의 트로트를 선보였으며 나훈아는 정통 트로트를 주로 노래하였기에 이때부터 트로트는 정통과 정통에서 벗어 나 다양한 음악적 요소로 세분화 되어 가고 있었다.,"{'word': '팝', 'start_idx': 7, 'end_idx': 7, 'type': 'GEN'}","{'word': '정통 트로트', 'start_idx': 37, 'end_idx': 42, 'type': 'GEN'}",None
573,"1960년대 중반 신문이나 잡지에서는 트로트와 뽕짝이라는 말이 혼용되고 있었고, 이 가운데 뽕짝은 비하하는 성격이 강해서 점차 트로트라는 말로 대체됐음을 알 수 있다.","{'word': '트로트', 'start_idx': 21, 'end_idx': 23, 'type': 'GEN'}","{'word': '뽕짝', 'start_idx': 26, 'end_idx': 27, 'type': 'GEN'}",None
574,"1960년대 중반 신문이나 잡지에서는 트로트와 뽕짝이라는 말이 혼용되고 있었고, 이 가운데 뽕짝은 비하하는 성격이 강해서 점차 트로트라는 말로 대체됐음을 알 수 있다.","{'word': '뽕짝', 'start_idx': 51, 'end_idx': 52, 'type': 'GEN'}","{'word': '트로트', 'start_idx': 71, 'end_idx': 73, 'type': 'GEN'}",None
576,"1960년대 중반 신문이나 잡지에서는 트로트와 뽕짝이라는 말이 혼용되고 있었고, 이 가운데 뽕짝은 비하하는 성격이 강해서 점차 트로트라는 말로 대체됐음을 알 수 있다.","{'word': '뽕짝', 'start_idx': 51, 'end_idx': 52, 'type': 'GEN'}","{'word': '1960년대 중반', 'start_idx': 0, 'end_idx': 8, 'type': 'DAT'}",None
577,"트로트(영어: Trot)는 대한민국의 음악 장르 중 하나로, 정형화된 반복적인 리듬과 펜타토닉 스케일 음계와 한국 민요의 영향을 받은 떠는 창법이 특징인 장르이다.","{'word': '트로트', 'start_idx': 0, 'end_idx': 2, 'type': 'GEN'}","{'word': 'Trot', 'start_idx': 8, 'end_idx': 11, 'type': 'GEN'}",None
578,"트로트(영어: Trot)는 대한민국의 음악 장르 중 하나로, 정형화된 반복적인 리듬과 펜타토닉 스케일 음계와 한국 민요의 영향을 받은 떠는 창법이 특징인 장르이다.","{'word': '대한민국의 음악', 'start_idx': 15, 'end_idx': 22, 'type': 'GEN'}","{'word': '트로트', 'start_idx': 0, 'end_idx': 2, 'type': 'GEN'}",None
579,"트로트(영어: Trot)는 대한민국의 음악 장르 중 하나로, 정형화된 반복적인 리듬과 펜타토닉 스케일 음계와 한국 민요의 영향을 받은 떠는 창법이 특징인 장르이다.","{'word': '대한민국의 음악', 'start_idx': 15, 'end_idx': 22, 'type': 'GEN'}","{'word': 'Trot', 'start_idx': 8, 'end_idx': 11, 'type': 'GEN'}",None
583,특히 1954년에 이해연이 발표 한 《단장의 미아리고개》는 한국 전쟁의 아픔을 깊이 담아 냈다는 평가를 얻어 크게 히트 했다.,"{'word': '이해연', 'start_idx': 10, 'end_idx': 12, 'type': 'ART'}","{'word': '단장의 미아리고개', 'start_idx': 21, 'end_idx': 29, 'type': 'POH'}",None
585,적어도 1950년대까지 트로트를 하나의 형식이나 장르로 보지 않았던 것은 분명하다.,"{'word': '트로트', 'start_idx': 13, 'end_idx': 15, 'type': 'GEN'}","{'word': '1950년대', 'start_idx': 4, 'end_idx': 9, 'type': 'DAT'}",None
591,"이들의 탄생으로 많은 젊은 가수들이 트로트에 도전장을 내밀고 있는데 윙크, 홍진영, 김수찬, 백수정등 젊은 트로트 가수들이 배출되고 있다.","{'word': '홍진영', 'start_idx': 42, 'end_idx': 44, 'type': 'ART'}","{'word': '백수정', 'start_idx': 52, 'end_idx': 54, 'type': 'ART'}",None
596,"문주란이 남편과 아내의 삶을 표현 한 《남자는 여자를 귀찮게 해》를 히트 시키면서 여러 세대층들에게 많은 사랑을 받았으며 일본에서 엔카 가수로 크게 성공 한 김연자의 《수은등》, 미8군 부대에서 활동하던 김지애의 《물레야》가 히트 되어 트로트를 활성화 시켜주었다.","{'word': '김지애', 'start_idx': 114, 'end_idx': 116, 'type': 'ART'}","{'word': '남자는 여자를 귀찮게 해', 'start_idx': 22, 'end_idx': 34, 'type': 'POH'}",None
597,"문주란이 남편과 아내의 삶을 표현 한 《남자는 여자를 귀찮게 해》를 히트 시키면서 여러 세대층들에게 많은 사랑을 받았으며 일본에서 엔카 가수로 크게 성공 한 김연자의 《수은등》, 미8군 부대에서 활동하던 김지애의 《물레야》가 히트 되어 트로트를 활성화 시켜주었다.","{'word': '트로트', 'start_idx': 132, 'end_idx': 134, 'type': 'GEN'}","{'word': '김지애', 'start_idx': 114, 'end_idx': 116, 'type': 'ART'}",None
